channel,family,battery_id,cycle,observed,predicted_oracle_SOH,predicted_Q3_SOH
IR,PERSIST,7,184,0.017376564,0.017166457,0.017166457
IR,PERSIST,7,185,0.017185638,0.017166457,0.017166457
IR,PERSIST,7,186,0.017237069,0.017166457,0.017166457
IR,PERSIST,7,187,0.017220772000000002,0.017166457,0.017166457
IR,PERSIST,7,188,0.017204475,0.017166457,0.017166457
IR,PERSIST,7,189,0.017151881,0.017166457,0.017166457
IR,PERSIST,7,190,0.017110813,0.017166457,0.017166457
IR,PERSIST,7,191,0.017231597,0.017166457,0.017166457
IR,PERSIST,7,192,0.017347075,0.017166457,0.017166457
IR,PERSIST,7,193,0.017492516,0.017166457,0.017166457
IR,PERSIST,7,194,0.017245591,0.017166457,0.017166457
IR,PERSIST,7,195,0.017152619,0.017166457,0.017166457
IR,PERSIST,7,196,0.016984744,0.017166457,0.017166457
IR,PERSIST,7,197,0.017159902,0.017166457,0.017166457
IR,PERSIST,7,198,0.017253941,0.017166457,0.017166457
IR,PERSIST,7,199,0.017293205,0.017166457,0.017166457
IR,PERSIST,7,200,0.017317396,0.017166457,0.017166457
IR,PERSIST,8,151,0.017150009,0.0171358745,0.0171358745
IR,PERSIST,8,152,0.017080493,0.0171358745,0.0171358745
IR,PERSIST,8,153,0.017186796,0.0171358745,0.0171358745
IR,PERSIST,8,154,0.017146738,0.0171358745,0.0171358745
IR,PERSIST,8,155,0.017156882,0.0171358745,0.0171358745
IR,PERSIST,8,156,0.017235894,0.0171358745,0.0171358745
IR,PERSIST,8,157,0.017131131,0.0171358745,0.0171358745
IR,PERSIST,8,158,0.017143145,0.0171358745,0.0171358745
IR,PERSIST,8,159,0.017182466,0.0171358745,0.0171358745
IR,PERSIST,8,160,0.017106414,0.0171358745,0.0171358745
IR,PERSIST,8,161,0.017101837,0.0171358745,0.0171358745
IR,PERSIST,8,162,0.01720918,0.0171358745,0.0171358745
IR,PERSIST,8,163,0.017086256,0.0171358745,0.0171358745
IR,PERSIST,8,164,0.01715651,0.0171358745,0.0171358745
IR,PERSIST,8,165,0.017229004,0.0171358745,0.0171358745
IR,PERSIST,8,166,0.017114209,0.0171358745,0.0171358745
IR,PERSIST,8,167,0.01717571,0.0171358745,0.0171358745
IR,PERSIST,8,168,0.017210457,0.0171358745,0.0171358745
IR,PERSIST,8,169,0.017154373,0.0171358745,0.0171358745
IR,PERSIST,8,170,0.017209511,0.0171358745,0.0171358745
IR,PERSIST,8,171,0.017170599,0.0171358745,0.0171358745
IR,PERSIST,8,172,0.017138576,0.0171358745,0.0171358745
IR,PERSIST,8,173,0.017067602,0.0171358745,0.0171358745
IR,PERSIST,8,174,0.017179376,0.0171358745,0.0171358745
IR,PERSIST,8,175,0.017161347,0.0171358745,0.0171358745
IR,PERSIST,8,176,0.017037969,0.0171358745,0.0171358745
IR,PERSIST,8,177,0.017113656,0.0171358745,0.0171358745
IR,PERSIST,8,178,0.017105401,0.0171358745,0.0171358745
IR,PERSIST,8,179,0.017302874,0.0171358745,0.0171358745
IR,PERSIST,8,180,0.017184775,0.0171358745,0.0171358745
IR,PERSIST,8,181,0.017216329,0.0171358745,0.0171358745
IR,PERSIST,8,182,0.017203921,0.0171358745,0.0171358745
IR,PERSIST,8,183,0.017155364,0.0171358745,0.0171358745
IR,PERSIST,8,184,0.017055953,0.0171358745,0.0171358745
IR,PERSIST,8,185,0.017219953,0.0171358745,0.0171358745
IR,PERSIST,8,186,0.017170457,0.0171358745,0.0171358745
IR,PERSIST,8,187,0.017033638,0.0171358745,0.0171358745
IR,PERSIST,8,188,0.017157733,0.0171358745,0.0171358745
IR,PERSIST,8,189,0.017110834,0.0171358745,0.0171358745
IR,PERSIST,8,190,0.017105706,0.0171358745,0.0171358745
IR,PERSIST,8,191,0.017159376,0.0171358745,0.0171358745
IR,PERSIST,8,192,0.017105069,0.0171358745,0.0171358745
IR,PERSIST,8,193,0.016968116,0.0171358745,0.0171358745
IR,PERSIST,8,194,0.017148376,0.0171358745,0.0171358745
IR,PERSIST,8,195,0.017110929,0.0171358745,0.0171358745
IR,PERSIST,8,196,0.017252732,0.0171358745,0.0171358745
IR,PERSIST,8,197,0.017174454,0.0171358745,0.0171358745
IR,PERSIST,8,198,0.017145038,0.0171358745,0.0171358745
IR,PERSIST,8,199,0.017294105,0.0171358745,0.0171358745
IR,PERSIST,8,200,0.017172685,0.0171358745,0.0171358745
IR,PERSIST,12,151,0.014414601,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,152,0.01443235,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,153,0.014404861,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,154,0.014412771,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,155,0.014395891,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,156,0.014389727,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,157,0.014390338,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,158,0.014393845,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,159,0.014414255,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,160,0.014436255,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,161,0.014416077,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,162,0.014477294,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,163,0.014476176,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,164,0.014459849,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,165,0.014453907,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,166,0.014460372,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,167,0.014466076,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,168,0.014491934,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,169,0.014493069,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,170,0.014486456,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,171,0.014487726,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,172,0.014488444,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,173,0.014519145,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,174,0.014502275,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,175,0.014496698,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,176,0.014515983,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,177,0.01452463,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,178,0.014474328,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,179,0.014449157,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,180,0.014473182,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,181,0.014429052,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,182,0.014430477,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,183,0.01440815,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,184,0.014406519,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,185,0.014406503,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,186,0.014401599,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,187,0.01438137,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,188,0.014381931,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,189,0.014388163,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,190,0.014417284,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,191,0.014399624,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,192,0.014394579,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,193,0.014397903,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,194,0.014414291,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,195,0.014403296,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,196,0.014412673,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,197,0.014390909,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,198,0.014382902,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,199,0.014554047,0.014480950499999999,0.014480950499999999
IR,PERSIST,12,200,0.014548733,0.014480950499999999,0.014480950499999999
IR,PERSIST,13,151,0.015015369,0.0150553575,0.0150553575
IR,PERSIST,13,152,0.015012192,0.0150553575,0.0150553575
IR,PERSIST,13,153,0.015007686,0.0150553575,0.0150553575
IR,PERSIST,13,154,0.015010542,0.0150553575,0.0150553575
IR,PERSIST,13,155,0.015013498,0.0150553575,0.0150553575
IR,PERSIST,13,156,0.014986183,0.0150553575,0.0150553575
IR,PERSIST,13,157,0.015005246,0.0150553575,0.0150553575
IR,PERSIST,13,158,0.015008681,0.0150553575,0.0150553575
IR,PERSIST,13,159,0.015010195,0.0150553575,0.0150553575
IR,PERSIST,13,160,0.014996284,0.0150553575,0.0150553575
IR,PERSIST,13,161,0.015035736,0.0150553575,0.0150553575
IR,PERSIST,13,162,0.015030587,0.0150553575,0.0150553575
IR,PERSIST,13,163,0.015034148,0.0150553575,0.0150553575
IR,PERSIST,13,164,0.01504825,0.0150553575,0.0150553575
IR,PERSIST,13,165,0.015052333,0.0150553575,0.0150553575
IR,PERSIST,13,166,0.015068878,0.0150553575,0.0150553575
IR,PERSIST,13,167,0.015068944,0.0150553575,0.0150553575
IR,PERSIST,13,168,0.015068749,0.0150553575,0.0150553575
IR,PERSIST,13,169,0.015061845,0.0150553575,0.0150553575
IR,PERSIST,13,170,0.015088213,0.0150553575,0.0150553575
IR,PERSIST,13,171,0.01506518,0.0150553575,0.0150553575
IR,PERSIST,13,172,0.015093705,0.0150553575,0.0150553575
IR,PERSIST,13,173,0.015089459,0.0150553575,0.0150553575
IR,PERSIST,13,174,0.015108953,0.0150553575,0.0150553575
IR,PERSIST,13,175,0.015089133,0.0150553575,0.0150553575
IR,PERSIST,13,176,0.015091891,0.0150553575,0.0150553575
IR,PERSIST,13,177,0.01507875,0.0150553575,0.0150553575
IR,PERSIST,13,178,0.015053838,0.0150553575,0.0150553575
IR,PERSIST,13,179,0.015023531,0.0150553575,0.0150553575
IR,PERSIST,13,180,0.015030406,0.0150553575,0.0150553575
IR,PERSIST,13,181,0.015041333,0.0150553575,0.0150553575
IR,PERSIST,13,182,0.015029537,0.0150553575,0.0150553575
IR,PERSIST,13,183,0.015027755,0.0150553575,0.0150553575
IR,PERSIST,13,184,0.015016814,0.0150553575,0.0150553575
IR,PERSIST,13,185,0.015024154,0.0150553575,0.0150553575
IR,PERSIST,13,186,0.015023906,0.0150553575,0.0150553575
IR,PERSIST,13,187,0.015034922,0.0150553575,0.0150553575
IR,PERSIST,13,188,0.015007772,0.0150553575,0.0150553575
IR,PERSIST,13,189,0.015015215,0.0150553575,0.0150553575
IR,PERSIST,13,190,0.015010005,0.0150553575,0.0150553575
IR,PERSIST,13,191,0.015009454,0.0150553575,0.0150553575
IR,PERSIST,13,192,0.015008913,0.0150553575,0.0150553575
IR,PERSIST,13,193,0.015024253,0.0150553575,0.0150553575
IR,PERSIST,13,194,0.015021262,0.0150553575,0.0150553575
IR,PERSIST,13,195,0.015025966,0.0150553575,0.0150553575
IR,PERSIST,13,196,0.015030477,0.0150553575,0.0150553575
IR,PERSIST,13,197,0.015017843,0.0150553575,0.0150553575
IR,PERSIST,13,198,0.015012641,0.0150553575,0.0150553575
IR,PERSIST,13,199,0.015034708,0.0150553575,0.0150553575
IR,PERSIST,13,200,0.015035581,0.0150553575,0.0150553575
IR,PERSIST,15,151,0.015157156,0.0152057385,0.0152057385
IR,PERSIST,15,152,0.015147428,0.0152057385,0.0152057385
IR,PERSIST,15,153,0.015143997,0.0152057385,0.0152057385
IR,PERSIST,15,154,0.015147541,0.0152057385,0.0152057385
IR,PERSIST,15,155,0.015126055,0.0152057385,0.0152057385
IR,PERSIST,15,156,0.015143774,0.0152057385,0.0152057385
IR,PERSIST,15,157,0.01516122,0.0152057385,0.0152057385
IR,PERSIST,15,158,0.015163561,0.0152057385,0.0152057385
IR,PERSIST,15,159,0.01517834,0.0152057385,0.0152057385
