response,policy_a,policy_b,z,p_raw,p_holm,significant_0_05
life_150,4_8C_80PER_4_8C,5_6C_19PER_4_6C_NEWSTRUCTURE,-2.6274560027490828,0.008602596579328525,0.28388568711784135,False
life_150,4_8C_80PER_4_8C,5_6C_36PER_4_3C_NEWSTRUCTURE,-2.6791436618195568,0.00738107183810224,0.25095644249547616,False
life_150,5C_67PER_4C_NEWSTRUCTURE,3_7C_31PER_5_9C_NEWSTRUCTURE,1.7675797556036403,0.07713118487618104,1.0,False
life_150,5C_67PER_4C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,-0.8895445614468851,0.3737104855543929,1.0,False
life_150,5C_67PER_4C_NEWSTRUCTURE,5_3C_54PER_4C_NEWSTRUCTURE,-0.39842986294344374,0.6903133487312412,1.0,False
life_150,5C_67PER_4C_NEWSTRUCTURE,5_6C_19PER_4_6C_NEWSTRUCTURE,-0.31391443747059206,0.753586024743508,1.0,False
life_150,5C_67PER_4C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,-0.3815267778488734,0.7028124052529836,1.0,False
life_150,5_3C_54PER_4C_NEWSTRUCTURE,3_7C_31PER_5_9C_NEWSTRUCTURE,2.106272107121806,0.03518072275426668,1.0,False
life_150,5_3C_54PER_4C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,-0.5345497546844786,0.5929612357605416,1.0,False
life_150,5_3C_54PER_4C_NEWSTRUCTURE,5_6C_19PER_4_6C_NEWSTRUCTURE,0.08748177652797065,0.9302885701156912,1.0,False
life_150,5_3C_54PER_4C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,0.017496355305594128,0.9860406404472006,1.0,False
life_150,5_6C_19PER_4_6C_NEWSTRUCTURE,3_7C_31PER_5_9C_NEWSTRUCTURE,2.0416625332837137,0.04118501768676204,1.0,False
life_150,5_6C_19PER_4_6C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,-0.6155421417578845,0.5381967476608936,1.0,False
life_150,5_6C_19PER_4_6C_NEWSTRUCTURE,5_6C_36PER_4_3C_NEWSTRUCTURE,-0.06998542122237651,0.9442052633624971,1.0,False
life_150,5_6C_36PER_4_3C_NEWSTRUCTURE,3_7C_31PER_5_9C_NEWSTRUCTURE,2.0933501923541873,0.036317905152949095,1.0,False
life_150,5_6C_36PER_4_3C_NEWSTRUCTURE,4_8C_80PER_4_8C_NEWSTRUCTURE,-0.5507482320991598,0.5818062760076648,1.0,False
life_150,80PER_3_6C,3_7C_31PER_5_9C_NEWSTRUCTURE,0.3714285714285715,0.7103183482536846,1.0,False
life_150,80PER_3_6C,4_8C_80PER_4_8C,0.8571428571428572,0.39136593830755195,1.0,False
life_150,80PER_3_6C,4_8C_80PER_4_8C_NEWSTRUCTURE,-1.9959823591984203,0.045935843003634534,1.0,False
life_150,80PER_3_6C,5C_67PER_4C_NEWSTRUCTURE,-1.3280995431448117,0.18414522437810454,1.0,False
life_150,80PER_3_6C,5_3C_54PER_4C_NEWSTRUCTURE,-1.6583123951776997,0.09725442843900337,1.0,False
life_150,80PER_3_6C,5_6C_19PER_4_6C_NEWSTRUCTURE,-1.5937028213396076,0.11100261202722131,1.0,False
life_150,80PER_3_6C,5_6C_36PER_4_3C_NEWSTRUCTURE,-1.6453904804100814,0.09988931143354049,1.0,False
