battery_id,policy,weight,life_150,peer_life_200,pooled_life,life_200,relative_error,log_error
36,5_3C_54PER_4C_NEWSTRUCTURE,0.25,1420.1963351781887,2006.0022709391662,1840.0755816772,1374.4657999766437,0.33875690592553737,0.29174150125431275
37,5C_67PER_4C_NEWSTRUCTURE,0.25,1578.5050469221394,1509.2271596861829,1526.2562407010942,1976.8623002979193,0.22794003382477243,-0.2586930555812339
38,5_3C_54PER_4C_NEWSTRUCTURE,0.25,1660.5412194865985,1717.16316464745,1702.8291965123142,2158.146890927874,0.21097622980602615,-0.23695883160151165
39,5_6C_19PER_4_6C_NEWSTRUCTURE,0.25,2319.191303725735,1406.2969962094303,1593.6462689971336,1976.1297137170336,0.19355179068709083,-0.21511560007784425
40,5_6C_36PER_4_3C_NEWSTRUCTURE,0.25,1752.2082533180896,1671.8188047285676,1691.563614190206,1746.0062842909067,0.031181256671599652,-0.03167773997705936
41,4_8C_80PER_4_8C_NEWSTRUCTURE,0.25,1294.8666388862823,1649.5789880295927,1552.6947961446149,1689.3410707292887,0.0808873216618617,-0.08434655441646832
42,5C_67PER_4C_NEWSTRUCTURE,0.25,1938.1863419397039,1509.2271596861829,1606.6261864159123,2193.6052872562664,0.2675864724845462,-0.3114099962329453
43,5_3C_54PER_4C_NEWSTRUCTURE,0.25,1525.6569288719072,1717.16316464745,1667.1431573570876,2081.9612532833025,0.19924390776823386,-0.22219888236475072
44,5_6C_19PER_4_6C_NEWSTRUCTURE,0.25,1358.3941781333353,1622.6385966036094,1552.1110986370675,1378.5612883369674,0.12589198011606906,0.11857559271433171
45,5_6C_36PER_4_3C_NEWSTRUCTURE,0.25,1301.9152380859166,1876.1589512589053,1712.3711405788372,1386.388524045303,0.2351307810759706,0.21117686008147007
46,4_8C_80PER_4_8C_NEWSTRUCTURE,0.25,1513.5608418001912,1688.0337803870232,1642.6151378339125,1613.2486338355777,0.018203334180742176,0.018039637064062752
47,5C_67PER_4C_NEWSTRUCTURE,0.25,1320.7014356750203,1520.4620000742716,1467.8539315905557,1369.137615684812,0.07210109106261602,0.06962035956689672
48,5_3C_54PER_4C_NEWSTRUCTURE,0.25,1829.9041179280866,1772.7615894253574,1786.8777190415772,1943.0888103642017,0.08039318145903232,-0.08380907143925143
49,4_8C_80PER_4_8C_NEWSTRUCTURE,0.25,1891.2044307761378,1650.8564972269262,1707.9164112367912,1686.727501686556,0.01256214150124926,0.012483892437452404
1,3_6C-80PER_3_6C,0.5,1069.811231197216,1914.7326451703495,1431.2241224012375,982.2698742838348,0.45705794290467444,0.37641929505970495
3,3_6C-80PER_3_6C,0.5,1389.4625092511337,982.2698742838345,1168.2581753551788,1914.73264517035,0.3898583291500516,-0.49406410148501045
4,80PER_3_6C,0.5,628.5331792948361,1253.4107394443217,887.586749013994,697.1598165308948,0.27314674192020133,0.24149158545366323
6,80PER_3_6C,0.5,1548.3687580285707,697.159816530895,1038.9708750823427,1253.4107394443215,0.17108507021173852,-0.18763774697941038
7,4_8C_80PER_4_8C,0.5,807.8628129365916,636.331272767851,716.9856149029475,787.6249299642386,0.08968648956362821,-0.09396622184053705
8,4_8C_80PER_4_8C,0.5,612.2447017526712,787.6249299642384,694.4200388373907,636.3312727678513,0.09128698927033818,0.08735772383577967
12,5_6C_19PER_4_6C_NEWSTRUCTURE,0.5,7143.6428402837255,1406.2969962094303,3169.555720962168,1858.5846161428087,0.7053599246614165,0.5337761879652767
13,5_6C_36PER_4_3C_NEWSTRUCTURE,0.5,7894.050447303765,1555.8415971595227,3504.553046536881,2016.0135974644884,0.7383578419036992,0.5529408985751889
15,5_6C_36PER_4_3C_NEWSTRUCTURE,0.5,1433.9539661650995,1876.1589512589053,1640.2211952397945,1311.400423827397,0.25074017473070154,0.22373551585318552
17,4_8C_80PER_4_8C_NEWSTRUCTURE,0.5,4604.868954572273,1649.5789880295927,2756.1014259443023,2790.6259356299984,0.012371600666680544,-0.012448766017994828
18,5C_67PER_4C_NEWSTRUCTURE,0.5,1339.7044050811785,1509.2271596861829,1421.9417266891548,1520.4620000742714,0.06479627467197735,-0.06699088537624309
19,5_3C_54PER_4C_NEWSTRUCTURE,0.5,2126.5123925078897,1717.16316464745,1910.907833879192,2070.952747784514,0.07728081390390808,-0.08043033118572485
20,4_8C_80PER_4_8C_NEWSTRUCTURE,0.5,1658.9451091757219,1688.0337803870232,1673.4262410086844,1596.6881661925581,0.048060777577574786,0.04694157808900279
21,5_6C_19PER_4_6C_NEWSTRUCTURE,0.5,1234.2630648822321,1610.785031462669,1410.0115140662986,1416.645759530717,0.004683065910998181,-0.00469406581979559
22,5_6C_36PER_4_3C_NEWSTRUCTURE,0.5,4154.789607532211,1555.8415971595227,2542.4780232766416,2339.035359611881,0.0869771646797669,0.0834006002640999
23,5_6C_19PER_4_6C_NEWSTRUCTURE,0.5,1261.0125599696992,1622.6385966036094,1430.4431658086803,1346.033227620217,0.06271014448707166,0.060822385306602555
26,5_3C_54PER_4C_NEWSTRUCTURE,0.5,1312.8263909702785,2006.0022709391662,1622.8162932492546,1517.5062088229347,0.06939680629577423,0.06709475708308865
27,5_6C_19PER_4_6C_NEWSTRUCTURE,0.5,5816.497697592435,1406.2969962094303,2860.0215454753684,3089.730728753138,0.07434602023408973,-0.07725478612778147
28,5_6C_36PER_4_3C_NEWSTRUCTURE,0.5,5647.720465861395,1555.8415971595227,2964.2804236300453,3856.4538734843713,0.23134555193012907,-0.26311376278036125
29,5C_67PER_4C_NEWSTRUCTURE,0.5,1503.7812975133613,1520.4620000742716,1512.0986473413197,1509.2271596861826,0.001902621243401286,0.0019008135521412228
30,3_7C_31PER_5_9C_NEWSTRUCTURE,0.5,1307.123818793496,788.1788371167802,1015.0110006617183,1334.554333618404,0.2394382341034414,-0.27369795309678135
31,5C_67PER_4C_NEWSTRUCTURE,0.5,1122.0537755457078,1520.4620000742716,1306.1547104983829,1200.1379918224288,0.0883371073979301,0.08465094180122179
32,5_3C_54PER_4C_NEWSTRUCTURE,0.5,1133.31720899159,2006.0022709391662,1507.7920595796916,1425.4739486837154,0.05774788867379077,0.05614201456196177
33,5_6C_19PER_4_6C_NEWSTRUCTURE,0.5,1276.0594884758334,1622.6385966036094,1438.9521804296164,1396.023831817206,0.030750441098509444,0.03028712054415461
34,5_6C_36PER_4_3C_NEWSTRUCTURE,0.5,1095.5568150489448,1876.1589512589053,1433.6801334910008,1337.5806326715976,0.07184576276905279,0.06938217428323235
35,3_7C_31PER_5_9C_NEWSTRUCTURE,0.5,636.240989342819,1334.5543336184037,921.4652297038234,788.1788371167802,0.16910678936092127,0.15624002935354042
36,5_3C_54PER_4C_NEWSTRUCTURE,0.5,1420.1963351781887,2006.0022709391662,1687.8735360052685,1374.4657999766437,0.2280214873545421,0.2054043274175834
37,5C_67PER_4C_NEWSTRUCTURE,0.5,1578.5050469221394,1509.2271596861829,1543.4774661512251,1976.8623002979193,0.219228640295979,-0.24747292526294817
38,5_3C_54PER_4C_NEWSTRUCTURE,0.5,1660.5412194865985,1717.16316464745,1688.6148807472787,2158.146890927874,0.21756258211818233,-0.2453413369140085
39,5_6C_19PER_4_6C_NEWSTRUCTURE,0.5,2319.191303725735,1406.2969962094303,1805.9545298995024,1976.1297137170336,0.0861153914321937,-0.09005096432976334
40,5_6C_36PER_4_3C_NEWSTRUCTURE,0.5,1752.2082533180896,1671.8188047285676,1711.5416172847752,1746.0062842909067,0.01973914258855514,-0.019936561705318212
41,4_8C_80PER_4_8C_NEWSTRUCTURE,0.5,1294.8666388862823,1649.5789880295927,1461.5008723251979,1689.3410707292887,0.13486927083690226,-0.14487465148908463
42,5C_67PER_4C_NEWSTRUCTURE,0.5,1938.1863419397039,1509.2271596861829,1710.310927225869,2193.6052872562664,0.22031965497078826,-0.24887125736034665
43,5_3C_54PER_4C_NEWSTRUCTURE,0.5,1525.6569288719072,1717.16316464745,1618.580205040206,2081.9612532833025,0.2225694870701045,-0.2517610113601352
44,5_6C_19PER_4_6C_NEWSTRUCTURE,0.5,1358.3941781333353,1622.6385966036094,1484.6490571312768,1378.5612883369674,0.0769554242468891,0.07413800850330876
45,5_6C_36PER_4_3C_NEWSTRUCTURE,0.5,1301.9152380859166,1876.1589512589053,1562.8819301902686,1386.388524045303,0.12730443384656745,0.11982932621644427
46,4_8C_80PER_4_8C_NEWSTRUCTURE,0.5,1513.5608418001912,1688.0337803870232,1598.4185401920681,1613.2486338355777,0.009192689417160902,-0.009235202929438913
47,5C_67PER_4C_NEWSTRUCTURE,0.5,1320.7014356750203,1520.4620000742716,1417.0661051579075,1369.137615684812,0.03500633458903445,0.03440754707448157
48,5_3C_54PER_4C_NEWSTRUCTURE,0.5,1829.9041179280866,1772.7615894253574,1801.1062524443694,1943.0888103642017,0.0730705447751613,-0.07587781639312041
49,4_8C_80PER_4_8C_NEWSTRUCTURE,0.5,1891.2044307761378,1650.8564972269262,1766.9485340923598,1686.727501686556,0.047560161511323466,0.046463804588618096
1,3_6C-80PER_3_6C,0.75,1069.811231197216,1914.7326451703495,1237.392274303191,982.2698742838348,0.25972739946378165,0.23089534792450994
3,3_6C-80PER_3_6C,0.75,1389.4625092511337,982.2698742838345,1274.0686542656006,1914.73264517035,0.3345971002900777,-0.4073625575624673
4,80PER_3_6C,0.75,628.5331792948361,1253.4107394443217,746.9121241871317,697.1598165308948,0.07136427900249198,0.06893286342216243
6,80PER_3_6C,0.75,1548.3687580285707,697.159816530895,1268.3493381080393,1253.4107394443215,0.011918358598347887,0.01184789428921551
7,4_8C_80PER_4_8C,0.75,807.8628129365916,636.331272767851,761.0689953549335,787.6249299642386,0.0337164729035569,-0.03429798152315211
8,4_8C_80PER_4_8C,0.75,612.2447017526712,787.6249299642384,652.0391012577978,636.3312727678513,0.024684985890481532,0.02438523451601693
12,5_6C_19PER_4_6C_NEWSTRUCTURE,0.75,7143.6428402837255,1406.2969962094303,4758.37934941422,1858.5846161428087,1.5602166875186265,0.9400918984713709
13,5_6C_36PER_4_3C_NEWSTRUCTURE,0.75,7894.050447303765,1555.8415971595227,5259.764114921341,2016.0135974644884,1.6089923805754447,0.9589640857116315
15,5_6C_36PER_4_3C_NEWSTRUCTURE,0.75,1433.9539661650995,1876.1589512589053,1533.6237114436394,1311.400423827397,0.16945494570428088,0.15653778189153122
17,4_8C_80PER_4_8C_NEWSTRUCTURE,0.75,4604.868954572273,1649.5789880295927,3562.511177804685,2790.6259356299984,0.27659932215187033,0.244199762860414
18,5C_67PER_4C_NEWSTRUCTURE,0.75,1339.7044050811785,1509.2271596861829,1380.2107067452425,1520.4620000742714,0.09224255083137747,-0.09677806253174825
19,5_3C_54PER_4C_NEWSTRUCTURE,0.75,2126.5123925078897,1717.16316464745,2015.829652943054,2070.952747784514,0.02661726343125412,-0.026977916927288348
20,4_8C_80PER_4_8C_NEWSTRUCTURE,0.75,1658.9451091757219,1688.0337803870232,1666.169942739236,1596.6881661925581,0.04351618432318136,0.04259595706810959
21,5_6C_19PER_4_6C_NEWSTRUCTURE,0.75,1234.2630648822321,1610.785031462669,1319.2138313672676,1416.645759530717,0.06877649370561417,-0.0712559593098323
22,5_6C_36PER_4_3C_NEWSTRUCTURE,0.75,4154.789607532211,1555.8415971595227,3250.147884095246,2339.035359611881,0.3895249042470853,0.3289618932115088
23,5_6C_19PER_4_6C_NEWSTRUCTURE,0.75,1261.0125599696992,1622.6385966036094,1343.0587471914869,1346.033227620217,0.0022098120370988733,-0.0022122572747260705
26,5_3C_54PER_4C_NEWSTRUCTURE,0.75,1312.8263909702785,2006.0022709391662,1459.6150374239717,1517.5062088229347,0.03814888602259279,-0.03889560746935761
27,5_6C_19PER_4_6C_NEWSTRUCTURE,0.75,5816.497697592435,1406.2969962094303,4078.64054978154,3089.730728753138,0.3200634320090013,0.27767978999597
28,5_6C_36PER_4_3C_NEWSTRUCTURE,0.75,5647.720465861395,1555.8415971595227,4091.628919524308,3856.4538734843713,0.06098220120222831,0.05919508399841966
29,5C_67PER_4C_NEWSTRUCTURE,0.75,1503.7812975133613,1520.4620000742716,1507.9342379119616,1509.2271596861826,0.0008566780460602274,-0.0008570452044036614
30,3_7C_31PER_5_9C_NEWSTRUCTURE,0.75,1307.123818793496,788.1788371167802,1151.8441974947625,1334.554333618404,0.1369072292682575,-0.14723309572516552
31,5C_67PER_4C_NEWSTRUCTURE,0.75,1122.0537755457078,1520.4620000742716,1210.6096911728077,1200.1379918224288,0.008725412762308664,0.008687566339478536
32,5_3C_54PER_4C_NEWSTRUCTURE,0.75,1133.31720899159,2006.0022709391662,1307.2133294541247,1425.4739486837154,0.08296231533294082,-0.08660671196804604
33,5_6C_19PER_4_6C_NEWSTRUCTURE,0.75,1276.0594884758334,1622.6385966036094,1355.0603614969343,1396.023831817206,0.029342959186412637,-0.029782075127084973
34,5_6C_36PER_4_3C_NEWSTRUCTURE,0.75,1095.5568150489448,1876.1589512589053,1253.2669471610368,1337.5806326715976,0.06303446943767278,-0.06510878444030244
35,3_7C_31PER_5_9C_NEWSTRUCTURE,0.75,636.240989342819,1334.5543336184037,765.6852809031712,788.1788371167802,0.028538645234236593,-0.028953789889696324
36,5_3C_54PER_4C_NEWSTRUCTURE,0.75,1420.1963351781887,2006.0022709391662,1548.260898582321,1374.4657999766437,0.1264455606015302,0.11906715358085407
37,5C_67PER_4C_NEWSTRUCTURE,0.75,1578.5050469221394,1509.2271596861829,1560.8930040621944,1976.8623002979193,0.21041895339550812,-0.23625279494466422
38,5_3C_54PER_4C_NEWSTRUCTURE,0.75,1660.5412194865985,1717.16316464745,1674.519218557763,2158.146890927874,0.22409395505149338,-0.25372384222650624
39,5_6C_19PER_4_6C_NEWSTRUCTURE,0.75,2319.191303725735,1406.2969962094303,2046.546857676858,1976.1297137170336,0.035633867286663165,0.03501367141831757
40,5_6C_36PER_4_3C_NEWSTRUCTURE,0.75,1752.2082533180896,1671.8188047285676,1731.755568116867,1746.0062842909067,0.008161892830659155,-0.008195383433577952
41,4_8C_80PER_4_8C_NEWSTRUCTURE,0.75,1294.8666388862823,1649.5789880295927,1375.6630118881221,1689.3410707292887,0.1856807155619272,-0.20540274856170093
42,5C_67PER_4C_NEWSTRUCTURE,0.75,1938.1863419397039,1509.2271596861829,1820.68703505556,2193.6052872562664,0.1700024404423039,-0.1863325184877489
43,5_3C_54PER_4C_NEWSTRUCTURE,0.75,1525.6569288719072,1717.16316464745,1571.431864496358,2081.9612532833025,0.24521560522888095,-0.28132314035552053
44,5_6C_19PER_4_6C_NEWSTRUCTURE,0.75,1358.3941781333353,1622.6385966036094,1420.1192329442872,1378.5612883369674,0.030145881042005284,0.02970042429228492
45,5_6C_36PER_4_3C_NEWSTRUCTURE,0.75,1301.9152380859166,1876.1589512589053,1426.443058885928,1386.388524045303,0.028891276973175558,0.028481792351419344
46,4_8C_80PER_4_8C_NEWSTRUCTURE,0.75,1513.5608418001912,1688.0337803870232,1555.4111068274328,1613.2486338355777,0.03585158902049297,-0.03651004292294058
47,5C_67PER_4C_NEWSTRUCTURE,0.75,1320.7014356750203,1520.4620000742716,1368.035540301661,1369.137615684812,0.0008049412787477893,-0.0008052654179326879
48,5_3C_54PER_4C_NEWSTRUCTURE,0.75,1829.9041179280866,1772.7615894253574,1815.4480846815682,1943.0888103642017,0.06568959946751443,-0.0679465613469894
49,4_8C_80PER_4_8C_NEWSTRUCTURE,0.75,1891.2044307761378,1650.8564972269262,1828.0210328737653,1686.727501686556,0.08376784693789016,0.08044371673978201
1,3_6C-80PER_3_6C,1.0,1069.811231197216,1914.7326451703495,1069.8112311972163,982.2698742838348,0.08912149217363222,0.08537140078931493
3,3_6C-80PER_3_6C,1.0,1389.4625092511337,982.2698742838345,1389.4625092511333,1914.73264517035,0.2743307987379536,-0.32066101363992505
4,80PER_3_6C,1.0,628.5331792948361,1253.4107394443217,628.5331792948359,697.1598165308948,0.09843745380729019,-0.10362585860933837
6,80PER_3_6C,1.0,1548.3687580285707,697.159816530895,1548.3687580285707,1253.4107394443215,0.2353243109397753,0.21133353555784318
7,4_8C_80PER_4_8C,1.0,807.8628129365916,636.331272767851,807.8628129365918,787.6249299642386,0.025694822754368723,0.025370258794231937
8,4_8C_80PER_4_8C,1.0,612.2447017526712,787.6249299642384,612.2447017526713,636.3312727678513,0.03785225093591671,-0.03858725480374581
12,5_6C_19PER_4_6C_NEWSTRUCTURE,1.0,7143.6428402837255,1406.2969962094303,7143.64284028372,1858.5846161428087,2.8435930106368756,1.346407608977465
13,5_6C_36PER_4_3C_NEWSTRUCTURE,1.0,7894.050447303765,1555.8415971595227,7894.0504473037645,2016.0135974644884,2.9156732163076677,1.3649872728480723
15,5_6C_36PER_4_3C_NEWSTRUCTURE,1.0,1433.9539661650995,1876.1589512589053,1433.9539661650992,1311.400423827397,0.09345241934574247,0.08934004792987693
17,4_8C_80PER_4_8C_NEWSTRUCTURE,1.0,4604.868954572273,1649.5789880295927,4604.868954572273,2790.6259356299984,0.6501204607104389,0.5008482917388202
