battery_id,global_id,dataset_id,local_id,policy,C1,Q1,C2,initial_capacity,mean_chargetime,mean_IR,mean_Tavg,prediction_test,charge_time_150,SOH150,SOH_global_slope,SOH_AUC,IR_rel_slope,IR_rel_150,Tavg_150,Tavg_slope,charge_slope,life_150,model_a_150,model_b_150,model_c_150,SOH_stable_slope,b_at_lower_bound,c_near_bound,SOH_slope,stable_rate,selected_n0,selected_model,life_200_ref,life_abs_diff_150_200,life_rel_diff_150_200,candidate_count,finite_eol_count,structural_life_min,structural_life_median,structural_life_max,structural_relative_span
11,96,3,2,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54,4.0,1.0687399,10.1429989124294,0.0152176626817326,36.1809017963529,1,10.0412916666668,0.996819041932909,-2.4054669807252245e-05,0.9984791473010243,4.166047207874441e-05,1.0005881232646843,34.9171519029135,0.004078658640943865,-6.261657858885883e-15,7638.2007003363005,0.9998343462016257,2.6240958610325006e-05,3.699832803535142e-12,-2.667825649053175e-05,False,False,-2.667825649053175e-05,2.667825649053175e-05,31,centered_quadratic,,,,15,15,1804.230259564624,7771.036834633097,17335.827355801637,1.9986518436018101
12,97,3,3,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19,4.6,1.0632137,10.1973217061611,0.0148276764976303,38.7783848292256,0,10.0436750000003,0.9964140082364493,-2.5578693837012094e-05,0.9983114472806865,-0.00010517907076391941,0.9804661709069891,37.08023303686065,0.010624609003647508,-2.7873563120758934e-06,7143.642840284441,0.9997070076240518,2.80762037947989e-05,2.1739056125535093e-13,-2.821871873973129e-05,False,False,-2.821871873973129e-05,2.821871873973129e-05,31,centered_quadratic,1858.5846161428087,5285.058224141632,2.8435930106372638,15,15,2158.64414643435,7245.534668123439,23043.761158439782,2.8824811375051476
13,98,3,4,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36,4.3,1.0655342,10.1874366906044,0.0151619419335727,37.7013361874169,0,10.041265000000049,0.9969574585392467,-2.177459052264142e-05,0.9986532649268812,3.484714348679878e-05,1.0062255847381893,36.1653447894492,0.003536607954826129,-7.38095231422875e-06,7894.050447246592,0.9999590314799057,2.4927830291653777e-05,6.389131654206797e-11,-2.545972257701143e-05,False,False,-2.545972257701143e-05,2.545972257701143e-05,31,centered_quadratic,2016.0135974644884,5878.036849782104,2.915673216279308,15,15,1489.3056965158553,7594.884184844794,9257.201393686564,1.022780006661741
14,99,3,5,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19,4.6,1.075265,10.2384849761222,0.0152648863094556,32.9485474141625,1,10.04574666666695,0.9976542084486649,-1.684358732969432e-05,0.9989066197452218,8.983254261266457e-06,0.997067025298435,32.16716122615695,0.0030231381607791854,-3.1182795698890256e-06,1961.5361073344918,0.9999372380992924,1.5206361040073392e-05,4.576930443041002e-08,-2.0372040637139352e-05,False,False,-2.0372040637139352e-05,2.0372040637139352e-05,31,centered_quadratic,,,,15,15,1289.7741610173841,2699.5687075180363,11806.031649938017,3.8955324454731897
15,100,3,6,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36,4.3,1.0540558,10.1995672108021,0.0152410719250302,35.8915947953535,0,10.04204083333365,0.9961610303473145,-2.6592820552842025e-05,0.9984724216595408,7.335961000546713e-06,0.993015174663898,35.561239673568494,0.006693287120150071,-1.190476249960223e-07,1433.9539661650995,0.99987342517806,2.0756544343151913e-05,8.675237446584294e-08,-3.053541065926421e-05,False,False,-3.053541065926421e-05,3.053541065926421e-05,31,centered_quadratic,1311.400423827112,122.55354233798744,0.0934524193459802,15,15,1175.0314711807703,1802.4768789187137,7319.432227034869,3.4088652274641427
16,101,3,7,3_7C_31PER_5_9C_NEWSTRUCTURE,3.7,31,5.9,1.0630716,10.8382723823823,0.0143967801201201,35.1956998849954,1,10.09568250000015,0.9727684152391212,-0.00019220781601725096,0.9865162302022726,0.00015671780919217503,1.0281146612853873,34.126343474954254,0.0022513212508596184,0.0007554641350151998,856.0584886102423,0.994982932182804,0.0001855346383246321,6.156115725613998e-08,-0.0001925486538435195,False,False,-0.0001925486538435195,0.0001925486538435195,31,centered_quadratic,,,,15,15,791.2741344317303,969.1439108083772,1046.1219688977014,0.262961807450659
17,102,3,8,4_8C_80PER_4_8C_NEWSTRUCTURE,4.8,80,4.8,1.070919,11.1726831852861,0.0156475541106267,33.488542659486,0,11.038647499999701,0.9983299574231674,-1.0271160021990688e-05,0.9990629863303528,1.1626085467010663e-05,0.9970846983436895,32.8342195645436,0.0032426967738425462,7.499999949978076e-07,4604.868954576907,0.9997706525801359,1.1817178245243468e-05,6.965511325944025e-09,-1.2674576946386358e-05,False,False,-1.2674576946386358e-05,1.2674576946386358e-05,31,centered_quadratic,2790.6259356299984,1814.2430189469083,0.6501204607120995,15,15,2169.637487767468,10734.559124376232,20000.496410827593,1.6610704469985624
18,103,3,9,5C_67PER_4C_NEWSTRUCTURE,5.0,67,4.0,1.0687144,10.182849490125,0.0152228917122128,34.2778011753314,0,10.0431400000001,0.9970955357011085,-2.2055730578044812e-05,0.9987933367484736,-2.669611514012329e-05,0.990099484849416,33.11003234408115,0.003995826218101747,5.426356616344571e-07,1339.7044050813809,1.000051810481225,1.4202971586994234e-05,1.0595174522172945e-07,-2.7818354626580922e-05,False,False,-2.7818354626580922e-05,2.7818354626580922e-05,31,centered_quadratic,1520.4620000742714,180.75759499289052,0.11888333610709172,15,15,988.8097312218234,1977.5289264766047,9144.349023912782,4.124106193087054
19,104,3,10,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54,4.0,1.0733707,10.2038060613359,0.0160801557148362,33.8440951926936,0,10.0417516666666,0.9984544832886619,-1.1384545007320734e-05,0.9992595982323879,3.208671021149274e-05,0.9992378308700662,33.1254869170307,0.00324146869046249,2.051282048699276e-06,2126.5123925078897,0.9999727183980078,8.837694631617058e-06,4.132227388100927e-08,-1.3531315461768967e-05,False,False,-1.3531315461768967e-05,1.3531315461768967e-05,31,centered_quadratic,2070.952747785039,55.55964472285086,0.026828060071517314,15,15,1624.9734500971415,3325.984638577879,17065.918431148897,4.642518429566162
20,105,3,11,4_8C_80PER_4_8C_NEWSTRUCTURE,4.8,80,4.8,1.0650008,11.2108420194987,0.0154884690352832,33.4928467555288,0,11.0380983333335,0.997712855127546,-1.709403078354439e-05,0.9989767545205,-2.205660073325196e-06,0.9923313335803272,32.5771443081524,0.0034854096242051516,-1.41242937285749e-07,1658.9451091757219,1.0000180349919938,1.3375258746316907e-05,6.725661946971209e-08,-2.164229826136264e-05,False,False,-2.164229826136264e-05,2.164229826136264e-05,31,centered_quadratic,1596.6881661924092,62.25694298331268,0.03899129729994529,15,15,1187.2120859875702,5051.17322914464,11477.048005598912,2.037118002653378
21,106,3,12,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19,4.6,1.0707607,10.2959345772059,0.0156314659215686,35.5207162074213,0,10.042669166666752,0.995817925798641,-3.1819890160080475e-05,0.9983199441961222,-1.0449437698107206e-05,0.9949713094045547,34.2914346002477,0.004418499359106872,2.2380952342970774e-06,1234.2630648818347,0.9999167956059862,2.2247192995769054e-05,1.1959010001172544e-07,-3.679122086436948e-05,False,False,-3.679122086436948e-05,3.679122086436948e-05,31,centered_quadratic,1416.645759530717,182.3826946488823,0.12874262561538252,15,15,1093.0505857677222,1633.9490173408542,6164.213753654581,3.1036238671264336
22,107,3,13,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36,4.3,1.076943,10.2544309470103,0.0161958683576799,34.2100576161686,0,10.04252000000025,0.9979718597500336,-1.5436164647412524e-05,0.9990757251549579,2.121247589227094e-05,0.9983531535255142,33.29318093659175,0.0037681761534914568,1.5900383114889476e-06,4154.789607532211,0.9999916043036118,1.637390094688635e-05,7.789714240656186e-09,-1.7561216993442386e-05,False,False,-1.7561216993442386e-05,1.7561216993442386e-05,31,centered_quadratic,2339.0353596122327,1815.7542479199788,0.7762833684656208,15,15,1801.1198896552241,8988.222603806034,15491.449558441538,1.5231409225433723
23,108,3,14,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19,4.6,1.0696447,10.2880135787321,0.0151389205361963,35.4451970897155,0,10.0423675000003,0.9960372890201754,-3.156908938333388e-05,0.9983524702971819,-7.008633000437012e-05,0.987936440029552,34.222100710395594,0.004611551783805102,5.066006605949776e-06,1261.0125599696992,1.0000095598177277,2.2515805741213083e-05,1.1389471668670891e-07,-3.688512643677557e-05,False,False,-3.688512643677557e-05,3.688512643677557e-05,31,centered_quadratic,1346.033227620217,85.02066765051791,0.06316386988516934,15,15,1051.2574317701935,1698.9329298574153,6369.112952138107,3.1301150427487565
24,109,3,15,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36,4.3,1.0777442,10.2485632672112,0.0155812685682614,34.2253189468104,1,10.041860833333601,0.9976725872480665,-1.560228735002753e-05,0.9989375199998065,-3.348575736827623e-06,0.9950864753427662,33.186898300420054,0.0037222729833731863,-3.3636363472634333e-06,1304.6384014454845,0.9999362752843549,6.9963903060278376e-06,1.1776028191182255e-07,-2.1299711323012696e-05,False,False,-2.1299711323012696e-05,2.1299711323012696e-05,31,centered_quadratic,,,,15,15,774.3629504344254,1750.183460134493,12535.161145460908,6.719751650562806
25,111,3,17,4_8C_80PER_4_8C_NEWSTRUCTURE,4.8,80,4.8,1.0643399,11.1423314253717,0.0153314431325596,36.2924566578661,1,11.040250833333499,0.9972957440076746,-1.9891742258196597e-05,0.9987546349951661,-8.614295252172933e-06,0.9957862083803282,34.99864145386065,0.003869395876612032,9.756097548908307e-07,8753.960275565307,0.9999848581636358,2.2912359665947246e-05,1.5935723591475127e-12,-2.3040695486915152e-05,False,False,-2.3040695486915152e-05,2.3040695486915152e-05,31,centered_quadratic,,,,15,15,1626.4957038411644,8722.840880258373,25507041901.777214,2924166.6362399566
26,112,3,18,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54,4.0,1.069051,10.156982147387,0.0157023014520548,36.3732818978054,0,10.04247249999945,0.9960056171990508,-2.0454353483657307e-05,0.9976672327917466,1.3609186305168873e-05,1.0005152286945953,35.16839549998425,0.004800365307956245,1.6538461507774008e-06,1312.8263909704585,0.9986814527089479,9.404116018663611e-06,1.1358371713006879e-07,-2.2227613773758024e-05,False,False,-2.2227613773758024e-05,2.2227613773758024e-05,31,centered_quadratic,1517.5062088229347,204.67981785247616,0.13487906452207377,15,15,501.66299084790245,1312.8263909704585,14267.535691241046,10.485676396417679
27,113,3,19,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19,4.6,1.0701538,10.2198757714701,0.0151870220279476,36.8258501633071,0,10.043123333333149,0.9957445514135215,-3.274370523071752e-05,0.9979989323071592,1.6586936692093837e-05,1.001243805731796,35.41998646341095,0.00502749619247276,2.7536231880376722e-06,5816.49769754292,0.9996504228708033,3.4508672542169534e-05,1.7248227367798786e-14,-3.481413841401049e-05,False,False,-3.481413841401049e-05,3.481413841401049e-05,31,centered_quadratic,3089.730728751442,2726.766968791478,0.8825257629791458,15,15,3371.1723618446335,5875.540280193715,99796.74972628374,16.411355001596547
28,114,3,20,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36,4.3,1.0738997,10.2056660384171,0.0157107922400347,36.4354554222638,0,10.043236666666651,0.9957221172365397,-3.3715870982809034e-05,0.9980700495676259,2.4695659541780084e-05,1.000759152393721,35.2075561499379,0.004664611494106907,-6.392694109594424e-07,5647.7204658629025,0.99977174137056,3.552562703564371e-05,7.424505098376766e-12,-3.572510043552378e-05,False,False,-3.572510043552378e-05,3.572510043552378e-05,31,centered_quadratic,3856.4538734843713,1791.2665923785312,0.4644854187663579,15,15,2092.018812785838,5647.7204658629025,20755.705480939512,3.30464065652054
29,115,3,21,5C_67PER_4C_NEWSTRUCTURE,5.0,67,4.0,1.0681109,10.1844151334154,0.0153900020837438,34.2488122883073,0,10.043134166666501,0.9973084422963845,-2.1158030160188677e-05,0.9988537426902192,3.090467474384893e-05,0.9970666476070561,33.1483626616055,0.003724514761516938,8.585858621240111e-07,1503.7812975135014,0.9999950056118792,1.4914712463621653e-05,8.207558326736068e-08,-2.4972876732247305e-05,False,False,-2.4972876732247305e-05,2.4972876732247305e-05,31,centered_quadratic,1509.2271596861826,5.445862172681245,0.0036083780614003906,15,15,1221.186215565486,2068.632982216896,9447.79205789421,3.9768320011568714
30,116,3,22,3_7C_31PER_5_9C_NEWSTRUCTURE,3.7,31,5.9,1.0686967,10.8033723951577,0.0147235309442283,36.6638177137284,0,10.09124750000045,0.9792232058867967,-0.00015348407104459245,0.9899646663415329,9.682451332506753e-05,1.0193543684273543,35.07886442449935,0.0066526604438898575,0.0005335897435614356,1307.1238187939111,0.9969124515693707,0.0001543025473972112,2.023672840502728e-12,-0.00015485073372380865,False,False,-0.00015485073372380865,0.00015485073372380865,31,centered_quadratic,1334.5543343944105,27.430515600499348,0.020554064299635032,15,15,1307.1238187939111,1310.842523883439,1678.9596886147413,0.28366173895491814
31,119,3,25,5C_67PER_4C_NEWSTRUCTURE,5.0,67,4.0,1.0511289,10.1645542677994,0.0156254359247573,36.0629472851473,0,10.04189583333305,0.9975994402852911,-1.3379841183851202e-05,0.9989804925444908,2.426587205979886e-05,0.9944224227911398,34.7535821641908,0.003772737526055044,-1.2380952399939002e-06,1122.0537755457017,0.9998421336649985,9.628023926391827e-13,1.6787836954174682e-07,-2.1226005239272147e-05,True,False,-2.1226005239272147e-05,2.1226005239272147e-05,31,centered_quadratic,1200.1379918224288,78.08421627672715,0.06506269846366168,15,15,517.1751432280594,1158.0042312754626,14719.818335981428,12.26475932398807
32,120,3,26,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54,4.0,1.0654705,10.1516542560729,0.0158067213299595,37.0596551133752,0,10.0425208333332,0.9975429012374489,-1.3944978451864607e-05,0.9990177948499603,2.9100684527932482e-05,0.9984347510782381,35.66604081504115,0.0044335325891606174,4.19312169604103e-06,1133.31720899159,0.9998716193817248,6.770648283662136e-07,1.6387519543876224e-07,-2.0542870683085554e-05,False,False,-2.0542870683085554e-05,2.0542870683085554e-05,31,centered_quadratic,1425.4739486834078,292.15673969181785,0.204954106640573,15,15,569.6786747820747,1133.31720899159,13754.190394638073,11.633558208815513
33,121,3,27,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19,4.6,1.0758095,10.2456923677378,0.0158283227020448,37.351300097473,0,10.042344999999749,0.9973728353443272,-1.8115928810707137e-05,0.9988935306176507,1.8191606628518586e-05,0.998135155653103,35.8448393007928,0.005176399843383551,3.2533333328075286e-06,1276.0594884758334,0.9999005672083626,8.11948493445336e-06,1.2243234113361295e-07,-2.296646563340813e-05,False,False,-2.296646563340813e-05,2.296646563340813e-05,31,centered_quadratic,1396.023831817206,119.96434334137257,0.08593287636444918,15,15,873.0001403484945,1316.0182967467592,10960.438896795049,7.665120448084222
34,122,3,28,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36,4.3,1.0644526,10.2173661484099,0.0150317367102474,36.7827816190045,0,10.0449524999999,0.9965690289663489,-2.3936393625379215e-05,0.9986923564031979,2.135901403724498e-05,0.9963722099439432,35.3840157276394,0.004289018317261426,-1.168384880419476e-06,1095.5568150489448,0.9999534919615601,9.740365561502245e-06,1.6728797524955856e-07,-2.9214790680140602e-05,False,False,-2.9214790680140602e-05,2.9214790680140602e-05,31,centered_quadratic,1337.5806326715226,242.02381762257778,0.18094147874972483,15,15,778.6313406100348,1145.345560875046,8339.201379745782,6.601125719088184
35,123,3,29,3_7C_31PER_5_9C_NEWSTRUCTURE,3.7,31,5.9,1.0526985,10.9003622808642,0.0142349387518519,37.5017204295249,0,10.1116533333329,0.9718810744963546,-0.00020769810015995298,0.987046299407795,0.0002494811347094753,1.0395503155817836,35.875476613961155,0.007530178995240553,0.0010992857142857154,636.2409893428359,0.9964275442165887,0.00018866989195656406,2.2449645951540642e-07,-0.0002166860792645504,False,False,-0.0002166860792645504,0.0002166860792645504,31,centered_quadratic,788.1788371167813,151.93784777394546,0.1927707781773814,15,15,611.9223597001443,747.0019846788184,969.7589959373983,0.4790303688297558
36,125,3,31,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54,4.0,1.0723398,10.1718277480371,0.0156827995835118,33.1446326677589,0,10.0436049999999,0.9975250863874523,-1.7602213918551406e-05,0.9989689770298309,1.1793122066507525e-05,0.9954949881599333,32.27507973139255,0.0031431276424317557,9.677419397830731e-07,1420.1963351781887,0.9999367105080027,9.965720907844312e-06,9.64275879326132e-08,-2.114197237869222e-05,False,False,-2.114197237869222e-05,2.114197237869222e-05,31,centered_quadratic,1374.4657999766437,45.73053520154508,0.03327149733541728,15,15,1114.4977021651973,1546.5431419544457,11092.939246678461,6.452093882038749
37,128,3,34,5C_67PER_4C_NEWSTRUCTURE,5.0,67,4.0,1.0629164,10.1144099012732,0.0154549562766952,34.074108795871,0,10.043275833333151,0.9965741615175394,-2.5883107405025093e-05,0.9986386612570642,5.201361048249964e-06,0.9979814420258085,33.14832274810195,0.0033213592684558555,-1.7932489506262216e-06,1578.5050469221394,1.0000369571532868,2.1495177246904155e-05,6.96404797262972e-08,-2.983355838319923e-05,False,False,-2.983355838319923e-05,2.983355838319923e-05,31,centered_quadratic,1976.862300298063,398.3572533759236,0.20150986404862947,15,15,1188.9719551901312,2467.7081108651146,7751.348450863395,2.659300128236262
38,129,3,35,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54,4.0,1.0642781,10.1409416436186,0.0155329390216076,37.3183949827542,0,10.04399499999995,0.995787095667777,-3.2447440413461034e-05,0.9982222730699876,3.042086934145205e-05,1.0003009530353086,35.8914437596362,0.00485987402589038,-0.0,1660.5412194868252,0.9998893590253521,2.8906317213345524e-05,5.753749331751124e-08,-3.566429231606475e-05,False,False,-3.566429231606475e-05,3.566429231606475e-05,31,centered_quadratic,2158.146890927874,497.605671441049,0.2305708075445728,15,15,1292.7525113697473,2738.675200784171,6118.386644743118,1.762032289185529
39,130,3,36,5_6C_19PER_4_6C_NEWSTRUCTURE,5.6,19,4.6,1.0654298,10.2255189026251,0.0155038318296703,37.1445099087198,0,10.0435558333333,0.9964315597447988,-2.651507937074471e-05,0.9984742752627663,8.991142676221624e-06,0.9989695955973141,35.65471865929945,0.005088178987608222,7.482993061291627e-07,2319.191303725735,0.9998473471176188,2.5766318421115928e-05,2.690869746867593e-08,-2.902915168108331e-05,False,False,-2.902915168108331e-05,2.902915168108331e-05,31,centered_quadratic,1976.1297137170336,343.0615900087014,0.17360276890094126,15,15,1635.3324602044822,4015.684990003975,7385.510383202054,1.43192953065571
40,131,3,37,5_6C_36PER_4_3C_NEWSTRUCTURE,5.6,36,4.3,1.0606048,10.1933407266812,0.0153117584880694,37.4656845936636,0,10.04347083333315,0.9953960178465213,-3.4627122777507385e-05,0.9979921653287186,2.1195208920437756e-05,0.9997449330746312,35.983423883912195,0.004614546212269731,1.9174041326553166e-07,1752.208253317043,0.999751888042244,3.149611989856095e-05,4.912663780123861e-08,-3.735268600592931e-05,False,False,-3.735268600592931e-05,3.735268600592931e-05,31,centered_quadratic,1746.0062842910513,6.20196902599173,0.003552088604600858,15,15,1344.8004776225555,2982.217877012054,5774.749304095606,1.4854544534189127
41,132,3,38,4_8C_80PER_4_8C_NEWSTRUCTURE,4.8,80,4.8,1.099805,11.1030957823375,0.0147891851738661,36.540912550649,0,11.0383658333331,0.951672923009907,-2.6714764406901965e-05,0.9536148866334729,3.089111324076077e-06,0.9970645016959443,35.165743823990354,0.0039031300222202472,-1.5327380901787789e-06,1294.8666388864096,0.9552256372931673,2.204636156498055e-05,7.973285022298569e-08,-3.13867160734754e-05,False,False,-3.13867160734754e-05,3.13867160734754e-05,31,centered_quadratic,1689.341070728607,394.4744318421974,0.23350786805417684,15,14,717.5694846937831,4466.171706457054,2191060387.197555,490590.1101966822
42,133,3,39,5C_67PER_4C_NEWSTRUCTURE,5.0,67,4.0,1.0726566,10.1268713745261,0.016020166975181,36.2175029820195,0,10.043594166666551,0.9975499814403912,-1.736139268053545e-05,0.9989281207968604,8.43921304450053e-06,0.9981071817450264,34.860841168181494,0.004870921615097936,1.785714285805286e-07,1938.1863419397039,0.99985634555412,1.42840294757603e-05,4.745586134775571e-08,-1.9968753349564862e-05,False,False,-1.9968753349564862e-05,1.9968753349564862e-05,31,centered_quadratic,2193.6052872562664,255.41894531656249,0.1164379694015222,15,15,1565.6953710630949,3002.923990002137,11170.149259144582,3.1983672980262985
43,134,3,40,5_3C_54PER_4C_NEWSTRUCTURE,5.3,54,4.0,1.0515106,10.1135283477634,0.0156783308831169,35.02828334614,0,10.04354499999995,0.9963960049719351,-2.7070853357254157e-05,0.9984711803467644,1.836661955672609e-05,0.9997495241342766,33.9385321508866,0.003502552580814252,-6.666666750199112e-07,1525.6569288719072,1.0000124014893252,2.2345507288854976e-05,7.458083428168556e-08,-3.119671269861531e-05,False,False,-3.119671269861531e-05,3.119671269861531e-05,31,centered_quadratic,2081.9612532840715,556.3043244121643,0.2672020545697734,15,15,1098.4505468326245,2695.9547692939122,7540.097026547537,2.389374834134187
